07-0063-61;189
07-0064-00;189
07-0064-31;189
07-0064-61;189
07-0065-60;189
07-0066-00;189
07-0066-61;189
07-0067-00;189
07-0067-61;189
07-0068-00;189
07-0068-61;189
07-0069-60;189
07-0070-00;189
07-0070-61;189
07-0071-00;189
07-0135-00;189
07-0136-00;189
07-0137-00;189
07-0138-00;189
07-0138-31;189
07-0138-41;189
07-0138-61;189
07-0139-00;189
07-0140-00;189
07-0140-61;189
07-0141-00;189
07-0147-60;189
07-0150-31;189
07-0150-60;189
07-0154-31;189
07-0154-60;189
11-0016-00;189
11-0016-61;189
12-0148-60;189
12-0149-00;189
12-0149-41;189
12-0149-61;189
02-0003-00;222
02-0004-00;222
02-0004-61;222
02-0005-00;222
02-0006-00;222
02-0007-00;222
02-0007-61;222
02-0008-00;222
02-0008-61;222
02-0009-00;222
02-0009-61;222
02-0010-00;222
02-0010-61;222
02-0011-00;222
02-0011-61;222
03-0024-00;222
03-0024-61;222
03-0025-00;222
03-0026-00;222
03-0026-61;222
03-0027-41;222
03-0027-60;222
03-0027-91;222
03-0028-60;222
03-0029-00;222
03-0029-61;222
03-0030-00;222
03-0030-61;222
03-0031-40;222
03-0031-60;222
03-0031-91;222
03-0032-00;222
03-0033-60;222
03-0033-91;222
03-0034-00;222
03-0034-61;222
03-0035-60;222
03-0036-00;222
03-0036-61;222
03-0037-00;222
03-0037-61;222
03-0038-00;222
03-0038-61;222
03-0039-00;222
03-0039-91;222
03-0040-00;222
03-0041-60;222
03-0042-00;222
03-0042-61;222
03-0043-60;222
03-0044-00;222
03-0044-61;222
03-0045-60;222
03-0046-60;222
03-0047-00;222
03-0047-61;222
03-0048-00;222
03-0049-00;222
03-0049-61;222
03-0050-60;222
03-0051-60;222
03-0052-00;222
03-0053-60;222
03-0054-00;222
03-0054-61;222
03-0055-00;222
03-0055-61;222
03-0056-60;222
03-0057-60;222
03-0058-41;222
03-0058-60;222
03-0059-00;222
03-0059-60;222
03-0059-61;222
03-0059-91;222
03-0060-00;222
03-0061-40;222
03-0061-60;222
03-0061-91;222
03-0062-00;222
03-0062-61;222
03-0078-00;222
03-0079-00;222
03-0087-60;222
03-0088-60;222
12-0033-60;222
12-0034-00;222
12-0034-61;222
12-0035-60;222
12-0036-60;222
12-0037-60;222
12-0038-00;222
12-0039-60;222
12-0040-00;222
12-0040-61;222
12-0041-60;222
12-0042-00;222
12-0042-61;222
12-0043-00;222
12-0044-00;222
12-0044-61;222
13-0010-60;222
13-0011-00;222
13-0012-00;222
15-0006-40;222
15-0006-60;222
15-0006-91;222
15-0007-00;222
15-0007-61;222
15-0008-00;222
15-0009-00;222
15-0009-61;222
15-0010-00;222
15-0011-60;222
15-0012-00;222
15-0013-00;222
15-0014-00;222
15-0015-00;222
15-0016-00;222
15-0016-61;222
15-0016-91;222
15-0031-00;222
18-0002-00;222
20-0021-60;222
20-0022-00;222
20-0022-61;222
20-0023-00;222
06-9991-00;100
07-0078-20;100
07-0079-20;100
07-0080-60;100
07-0081-00;100
07-0082-60;100
07-0083-60;100
07-0084-00;100
07-0085-60;100
07-0086-00;100
07-0086-61;100
07-0087-00;100
07-0088-20;100
07-0089-00;100
07-0090-60;100
07-0091-20;100
07-0092-60;100
07-0123-60;100
07-0124-00;100
03-0000-00;263
03-0003-00;263
03-0003-61;263
04-0000-00;263
04-0001-00;263
04-0001-61;263
04-0002-00;263
04-0002-61;263
05-0000-00;263
05-0000-61;263
15-0002-00;263
20-0001-00;263
20-0001-61;263
20-0002-00;263
20-0002-60;263
20-0003-00;263
20-0004-00;263
20-0004-61;263
20-0005-00;263
